AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$83,945"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$11,030"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$13,814"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$65,726"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$98,502"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$223,645"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$42,264"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CITY OF PHILADELPHIA,Not available,3/6/2025,"$27,799"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$3,458"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$30,250"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$22,607"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$23,785"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$2,747"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$2,092"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$9,820"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"UNIVERSITY OF PITTSBURGH, THE",Not available,3/6/2025,"$17,876"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$25,476"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$28,612"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$67,384"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$10,305"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$18,157"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$7,561"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$470,177"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$50,444"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$5,506"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$6,904"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$172,881"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,$920
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$125,905"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,$271
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$59,415"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$12,303"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$157,692"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$5,903"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$17,244"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$1,319"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$5,095"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PUBLIC HEALTH FOUNDATION ENTERPRISES, INC",Not available,3/6/2025,"$18,731"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,AZ ST HEALTH CARE COST CONTAINMENT SYSTEM,Not available,3/6/2025,"$42,972"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ETR ASSOCIATES,Not available,3/6/2025,"$32,331"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,PURDUE UNIVERSITY,Not available,3/6/2025,"$3,440"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Research Foundation For Mental Hygiene, Inc.",Not available,3/6/2025,"$3,452"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Research Foundation For Mental Hygiene, Inc.",Not available,3/6/2025,"$11,291"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA STATE HEALTH DEPARTMENT,Not available,3/6/2025,"$13,205"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA STATE HEALTH DEPARTMENT,Not available,3/6/2025,"$500,961"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA STATE HEALTH DEPARTMENT,Not available,3/6/2025,"$289,041"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA STATE HEALTH DEPARTMENT,Not available,3/6/2025,"$4,603"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOUTH CAROLINA DEPARTMENT OF PUBLIC HEALTH,Not available,3/6/2025,"$177,698"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,INSTITUTE FOR HEALTHCARE IMPROVEMENT,Not available,3/6/2025,"$12,054"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"EDUCATION, ARKANSAS DEPARTMENT OF",Not available,3/6/2025,"$26,298"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"EDUCATION, ARKANSAS DEPARTMENT OF",Not available,3/6/2025,$47
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,Not available,3/6/2025,"$35,089"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,Not available,3/6/2025,"$23,482"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,Not available,3/6/2025,"$3,204"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,Not available,3/6/2025,"$9,356"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WEST VIRGINIA UNIVERSITY RESEARCH CORPORATION,Not available,3/6/2025,"$10,837"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NATIONAL BLACK WOMEN`S HEALTH PROJECT,Not available,3/6/2025,"$90,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VERMONT NETWORK AGAINST DOM VIOL & SEXUAL ASSAULT,Not available,3/6/2025,"$2,861"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NEVADA NETWORK AGAINST DOMESTIC VIOLENCE,Not available,3/6/2025,"$2,316"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL FOUNDATION FOR THE CDC,INC",Not available,3/6/2025,"$21,501"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL FOUNDATION FOR THE CDC,INC",Not available,3/6/2025,"$9,374"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL FOUNDATION FOR THE CDC,INC",Not available,3/6/2025,"$9,139"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL FOUNDATION FOR THE CDC,INC",Not available,3/6/2025,"$57,600"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"NATIONAL FOUNDATION FOR THE CDC,INC",Not available,3/6/2025,"$19,069"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,Not available,3/6/2025,"$2,422"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,Not available,3/6/2025,"$63,535"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,FL ST DEPT OF HLTH,Not available,3/6/2025,"$1,421"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$32,673"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,$350
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$55,138"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$14,745"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$7,658"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$9,321"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$57,297"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$68,940"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$95,755"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$46,553"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$187,271"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WY ST DEPARTMENT OF HEALTH,Not available,3/6/2025,"$5,985"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$42,062"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$93,955"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$12,654"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$20,638"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$51,263"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$68,037"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$24,589"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$20,543"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$33,708"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$40,165"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON,Not available,3/6/2025,"$19,784"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TULSA CITY & COUNTY HEALTH DEPARTMENT,Not available,3/6/2025,"$214,203"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TULSA CITY & COUNTY HEALTH DEPARTMENT,Not available,3/6/2025,"$21,315"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,Not available,3/6/2025,"$9,183"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NEBRASKA DOMESTIC VIOLENCE SEXUAL ASSAULT COALITION,Not available,3/6/2025,"$10,552"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA COMMONWEALTH UNIVERSITY,Not available,3/6/2025,"$13,733"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA COMMONWEALTH UNIVERSITY,Not available,3/6/2025,"$1,721"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA COMMONWEALTH UNIVERSITY,Not available,3/6/2025,"$1,695"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA COMMONWEALTH UNIVERSITY,Not available,3/6/2025,"$3,415"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,Not available,3/5/2025,"$11,999"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,Not available,3/5/2025,"$5,832"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,Not available,3/5/2025,"$1,253"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VIRGINIA POLYTECHNIC INSTITUTE & STATE UNIVERSITY,Not available,3/5/2025,"$2,914"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,"$10,167"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,"$37,833"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,"$58,248"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,$957
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,"$25,859"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,$552
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,"$1,543"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF WASHINGTON,Not available,3/6/2025,"$26,533"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,West Virginia University,Not available,3/6/2025,"$121,448"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,West Virginia University,Not available,3/6/2025,"$11,799"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,West Virginia University,Not available,3/6/2025,"$35,323"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX ST AGRICULTURAL EXTENSION SERVICE,Not available,3/6/2025,"$15,841"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NY ST DEPT OF HEALTH,Not available,3/6/2025,"$15,696"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NY ST DEPT OF HEALTH,Not available,3/6/2025,"$6,250"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NY ST DEPT OF HEALTH,Not available,3/6/2025,"$88,528"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"FREDERISKSTED HEALTH CARE, INC.",Not available,3/6/2025,"$50,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,National Center For Frontier Communities,Not available,3/6/2025,"$19,594"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Society of Health and Physical Educators,Not available,3/6/2025,"$9,068"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Society of Health and Physical Educators,Not available,3/6/2025,"$43,977"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MINISTRY OF HEALTH,Not available,3/6/2025,"$21,477"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NEZ PERCE TRIBE OF IDAHO COMMUNITY ACTION PROGRAM,Not available,3/6/2025,"$13,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ST. JOSEPH YOUTH ALLIANCE,Not available,3/6/2025,"$9,394"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Newton County Family Connection, Inc.",Not available,3/6/2025,"$8,944"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Guidance Center, The",Not available,3/6/2025,"$10,461"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,Not available,3/6/2025,"$84,191"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,Not available,3/6/2025,"$3,807"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,Not available,3/6/2025,"$14,320"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Save Our Kids Coalition, Inc",Not available,3/6/2025,"$4,119"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,EATON INTERMEDIATE SCHOOL DISTRICT,Not available,3/6/2025,"$18,115"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,African Field Epidemology Network Limited AFENET -CDC,Not available,3/6/2025,"$1,006,966"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Fairfield City School District,Not available,3/6/2025,"$4,200"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,THE INFECTIOUS DISEASES INSTITUTE LIMITED,Not available,3/6/2025,"$6,411"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,THE INFECTIOUS DISEASES INSTITUTE LIMITED,Not available,3/6/2025,"$33,168"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Uganda Prison Services,Not available,3/6/2025,"$25,115"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,HEALTHY COMMUNITIES OF THE CAPITAL AREA,Not available,3/6/2025,"$6,977"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Vietnam Administration for Medical Services VAMS,Not available,3/6/2025,"$69,965"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Realistic Education in Action Coalition to foster Healt,Not available,3/5/2025,"$8,887"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"RAIN, Inc.",Not available,3/6/2025,"$23,665"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Institute of Human Virology NIG LTDGTE,Not available,3/6/2025,"$1,400,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Not available,3/6/2025,"$122,500"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Not available,3/6/2025,"$14,500"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Not available,3/6/2025,"$26,500"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Not available,3/6/2025,"$100,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Not available,3/6/2025,"$64,500"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Not available,3/6/2025,"$23,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,REDINGTON FAIRVIEW GENERAL HOSPITAL,Not available,3/6/2025,$128
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Center for Collaboration,Not available,3/6/2025,"$1,081,380"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,African Society for Laboratory Medicine,Not available,3/6/2025,"$202,748"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,African Society for Laboratory Medicine,Not available,3/6/2025,"$19,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,African Society for Laboratory Medicine,Not available,3/6/2025,"$24,922"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$4,419"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$4,060"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$9,470"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$6,370"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$16,254"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$3,381"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$5,748"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$11,520"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$38,747"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$11,405"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,$647
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$19,125"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Commonwealth Healthcare Corporation,Not available,3/6/2025,"$13,555"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TUALATIN TOGETHER,Not available,3/5/2025,"$4,332"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"KNOX, COUNTY OF",Not available,3/6/2025,"$2,030"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,ALBERT EINSTEIN COLLEGE OF MEDICINE,Not available,3/6/2025,"$2,844"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WESTCARE PACIFIC ISLANDS INC,Not available,3/6/2025,"$7,131"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Homewood City Board of Education,Not available,3/6/2025,"$8,483"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,INSTITUTO DE ESTADISTICAS DE PUERTO RICO,Not available,3/6/2025,"$124,301"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,HJF MEDICAL RESEARCH INTERNATIONAL INC,Not available,3/6/2025,"$2,014"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Nevada Division of Public and Behavorial Health,Not available,3/6/2025,"$9,252"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"SERPLUS TECHNOLOGY, LLC",Not available,3/6/2025,"$20,758"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Genesee County Prevention Coalition,Not available,3/6/2025,"$10,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,BURKE COUNCIL ON ALCOHOLISM & CHEMICAL DEPENDENCY,Not available,3/6/2025,"$2,786"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,HDT Bio Corp.,Not available,3/6/2025,$785
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"High Point Treatment Center, Inc.",Not available,3/6/2025,"$13,212"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"High Point Treatment Center, Inc.",Not available,3/6/2025,"$1,659"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Tioga County Community Services Board,Not available,3/6/2025,"$10,487"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LYNNFIELD, TOWN OF (INC)",Not available,3/6/2025,"$9,636"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"LYNNFIELD, TOWN OF (INC)",Not available,3/6/2025,"$11,394"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Community Synergy Inc.,Not available,3/6/2025,"$15,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"McDowell County Commission On Aging, Incorporated",Not available,3/6/2025,"$7,551"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"WV Perinatal Partnership, Inc.",Not available,3/6/2025,"$4,502"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,BLAINE SCHOOL DISTRICT 503,Not available,3/5/2025,"$3,324"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Our Place Drug and Alcohol Education Services Inc,Not available,3/6/2025,"$10,668"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PEER COALITION, INC.",Not available,3/6/2025,"$5,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PEER COALITION, INC.",Not available,3/6/2025,"$20,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Drug Free Punta Gorda Corp,Not available,3/6/2025,"$6,833"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,INSTITUTE FOR THE ADVANCEMENT OF MINORITY HEALTH,Not available,3/6/2025,"$110,406"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MARIN HEALTHY YOUTH PARTNERSHIPS,Not available,3/5/2025,"$11,756"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"PRANA DIABETES, INC.",Not available,3/6/2025,"$151,825"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,DC COALITION TO END SEXUAL VIOLENCE,Not available,3/6/2025,"$5,250"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CALDWELL COUNTY FOUNDATION INC,Not available,3/6/2025,"$9,113"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CROW WING COUNTY,Not available,3/6/2025,"$9,398"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOCIETY FOR MATERNAL-FETAL MEDICINE,Not available,3/6/2025,"$3,098"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOCIETY FOR MATERNAL-FETAL MEDICINE,Not available,3/6/2025,"$11,839"
